"id","type","i:0","i:1","i:2","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
2793,1,0,0,0,0.00061873,-0.00018489,-0.0019148,0.014912,0.00071468,0.0054083,0.0075,0.055406,0.061713,-0.026148,0.35221,0.11466,-0.1635
345,1,0,0,0,0.039261,-0.00037851,0.0099815,-0.00051326,0.012239,0.013109,0.0075,-0.031672,-0.36881,0.053492,0.17854,0.1252,-0.15603
2058,1,0,0,0,-5.6778e-05,-7.1133e-05,5.9586e-05,0.0011544,0.00012765,-0.00017507,0.0075,-0.0044455,0.011427,0.00030752,0.25734,0.12803,-0.1611
2805,1,0,0,0,-0.0001406,-2.7517e-05,-0.0001095,-0.0028885,0.0023017,-0.0068221,0.0075,-0.0017957,0.021141,0.01683,0.27241,0.12493,-0.16479
2980,1,0,0,0,-0.00076993,0.0012357,-0.0027896,0.0011517,-0.0030104,0.005294,0.0075,-0.21701,-0.4294,-0.038738,0.28711,0.13019,-0.15461
2555,1,0,0,0,0.00067792,4.7824e-07,-0.0004643,-0.0024555,0.0013719,-0.0055928,0.0075,-0.034298,0.078959,0.0077557,0.29397,0.12071,-0.164
1815,1,0,0,0,0.00058706,0.00013598,-0.00070706,0.011855,0.001749,-0.0036786,0.0075,0.01267,0.04234,-0.00074441,0.31174,0.12116,-0.15637
2079,1,0,0,0,0.00028891,-0.00034277,-0.00116,-0.0047271,-0.0071932,0.00086474,0.0075,0.013859,0.047787,0.0065574,0.329,0.11814,-0.16212
2658,1,0,0,0,0.00060694,-0.00051469,-0.00092949,0.0050947,0.0093086,-0.0052674,0.0075,0.020131,-0.043873,-0.079588,0.3259,0.12969,-0.15306
1973,1,0,0,0,0.00060388,-0.00041426,-0.00091287,-0.0087664,-0.012286,0.010913,0.0075,0.052777,0.082567,0.0082794,0.33958,0.12997,-0.16372
1809,1,0,0,0,0.0020025,-0.00018148,-0.0017139,0.0058985,-0.0061274,0.0077432,0.0075,-0.065036,0.12463,0.0097093,0.34362,0.12059,-0.15274
1439,1,0,0,0,0.010767,6.7594e-05,0.005673,-0.011523,-0.00019951,-0.0034832,0.0075,-0.32542,1.616,3.9188,0.15916,0.14522,-0.16399
607,1,0,0,0,0.0015428,-0.0072134,2.2542e-05,-0.00032765,0.00086608,-0.00097101,0.0075,0.29759,0.14705,0.56207,0.17697,0.14571,-0.16314
197,1,0,0,0,0.013081,-0.0013555,-0.0091737,0.00019812,-0.00097913,-0.0012189,0.0075,-0.22216,1.7631,-0.42541,0.20742,0.14611,-0.15583
3349,1,0,0,0,-0.00010416,2.5436e-05,5.4003e-05,0.010829,-0.0033463,-0.0054134,0.0075,0.018956,-0.016705,-0.014832,0.24793,0.14215,-0.16068
2192,1,0,0,0,-9.9395e-05,1.8247e-05,5.0209e-05,-0.00050741,-0.0056908,0.0045677,0.0075,0.0065147,0.008583,0.013705,0.26274,0.14195,-0.16302
3069,1,0,0,0,1.4814e-05,-0.00053547,-0.00020602,0.003196,-0.00072667,0.0016631,0.0075,0.053385,0.028126,0.0031838,0.28027,0.14076,-0.16287
2752,1,0,0,0,4.2178e-05,-0.00023559,-0.00020645,0.010165,-0.0052793,0.0075374,0.0075,0.01162,-0.02747,0.012535,0.29461,0.13994,-0.16717
3263,1,0,0,0,-0.00041188,0.00043379,-0.000279,-0.0094214,0.0072987,0.006269,0.0075,-0.077831,-0.039244,0.034568,0.29764,0.14066,-0.1525
1933,1,0,0,0,0.00011471,1.0624e-05,-0.00029805,-0.0023728,-0.0038395,-0.002563,0.0075,0.0039517,0.030186,0.029192,0.30775,0.13348,-0.16394
1910,1,0,0,0,-0.00047698,2.3255e-05,-4.5788e-05,0.01043,-0.013388,-0.0020017,0.0075,0.036003,0.032296,-0.018847,0.31056,0.14729,-0.15626
2691,1,0,0,0,0.00020851,-0.00028776,-0.00082456,0.018136,0.00357,-0.011116,0.0075,0.038276,0.184,0.088647,0.32568,0.14326,-0.15946
3292,1,0,0,0,0.00086423,-0.00047445,-0.00026415,-0.00072107,0.00040441,-0.0017413,0.0075,0.11371,0.15997,0.10932,0.33973,0.14534,-0.16429
2214,1,0,0,0,0.00013395,-0.00024254,-0.0005128,-0.0015851,-0.0041918,-0.0095371,0.0075,0.036564,-0.056782,0.03721,0.3525,0.13726,-0.16155
451,1,0,0,0,-0.0045776,0.0017863,0.0047804,0.00055028,0.00040753,0.00051802,0.0075,0.18159,-0.61698,0.32173,0.15957,0.15511,-0.15272
316,1,0,0,0,-0.003697,-0.0034685,-0.0016495,0.0010199,0.0021426,7.8289e-05,0.0075,0.17418,-0.12532,-0.080463,0.178,0.15726,-0.15361
1829,1,0,0,0,0.00034584,-0.00036577,-0.0022525,-0.005598,-0.0023371,0.0057357,0.0075,0.41842,0.52645,0.49056,0.20203,0.15484,-0.16676
2278,1,0,0,0,0.00075902,0.00035588,0.00060423,-0.0029584,6.1973e-05,-0.0025991,0.0075,-0.034829,-0.028065,0.086789,0.22476,0.15399,-0.15464
3329,1,0,0,0,0.00023044,8.6766e-05,-3.5068e-06,0.021524,-0.005441,-0.0019462,0.0075,0.014173,0.00183,0.017323,0.24613,0.15791,-0.16149
2700,1,0,0,0,0.00012052,-9.6052e-05,7.6345e-05,-0.0031908,0.00066211,0.0012527,0.0075,-0.03366,-0.01129,-0.050472,0.25948,0.15454,-0.15554
2878,1,0,0,0,0.00010674,-0.00067443,0.00023763,0.0016429,0.00060989,-0.0045582,0.0075,0.0034477,-0.0047254,-0.021425,0.27418,0.15372,-0.1584
2280,1,0,0,0,0.00015519,-0.00071236,0.00055918,0.0087239,0.002403,-0.0059478,0.0075,0.050087,-0.029342,0.052118,0.29546,0.15585,-0.16285
1907,1,0,0,0,-9.5843e-05,-8.9199e-05,0.00027255,-0.016446,-0.0076088,0.010225,0.0075,0.05503,-0.028341,-0.087778,0.32043,0.1571,-0.16185
1892,1,0,0,0,-0.0013614,-0.0011546,-0.00069434,-0.001037,-0.009811,-0.0081995,0.0075,0.45796,-0.21298,-0.46884,0.34667,0.15409,-0.15337
3146,1,0,0,0,-3.1681e-05,0.00043749,-0.00052624,0.011736,0.020756,0.0065929,0.0075,-0.044562,-0.017448,0.038658,0.3525,0.15268,-0.16712
322,1,0,0,0,-0.0024439,0.001434,0.0023914,-0.00011143,0.00077728,0.0008479,0.0075,-0.15876,-0.10838,-0.18156,0.15259,0.16567,-0.16075
129,1,0,0,0,-0.0010163,-0.0015476,-0.0040339,0.00050743,-0.00083006,-0.0058836,0.0075,0.47994,0.21713,-0.12215,0.16734,0.16674,-0.15825
1890,1,0,0,0,-0.00080337,-0.0016928,-0.00042817,-0.00061881,-0.003719,0.0063534,0.0075,0.077642,-0.0035893,-0.091351,0.18153,0.17148,-0.15984
1968,1,0,0,0,0.0014754,-0.00074063,-0.00076205,-0.00068633,0.0015024,0.002224,0.0075,0.18395,0.2649,-0.036825,0.19643,0.16806,-0.1608
2560,1,0,0,0,-0.00066097,-5.116e-05,-0.00021211,0.00032568,0.0036139,8.9372e-05,0.0075,-0.084168,-0.010506,0.1321,0.22373,0.16805,-0.15979
2540,1,0,0,0,9.6743e-05,0.00013265,-0.00017006,-0.0070998,-0.00051947,-0.0026464,0.0075,0.043095,-0.12523,-0.10884,0.23934,0.16714,-0.15181
2858,1,0,0,0,-3.9335e-05,-0.00083971,-0.00043358,-0.00012103,-0.00082897,0.00073243,0.0075,0.18247,-0.094049,0.017099,0.25422,0.16963,-0.15167
2847,1,0,0,0,0.00023929,-0.00046715,6.9636e-05,-0.0045062,-0.0004374,-0.0028957,0.0075,-0.032437,0.0007599,-0.00078993,0.26843,0.16734,-0.15586
2675,1,0,0,0,0.00035527,-0.0010331,0.0004601,0.0092402,0.0064517,0.0055519,0.0075,0.041242,0.016248,-0.038244,0.28193,0.16596,-0.16225
2457,1,0,0,0,-0.0001569,-0.00024467,0.00084903,-0.0063863,-0.007136,0.01251,0.0075,0.022263,0.039773,0.055125,0.30743,0.16399,-0.15892
2196,1,0,0,0,-0.00017688,0.00024257,0.00063599,0.00083587,-0.0016393,-0.0063283,0.0075,-0.06225,-0.026489,-0.023758,0.32011,0.17089,-0.15486
2306,1,0,0,0,0.0010849,0.00074911,0.0013921,0.010026,0.003995,0.0024079,0.0075,-0.07465,0.076277,0.16625,0.34128,0.16673,-0.15937
2095,1,0,0,0,8.1402e-05,0.0013492,0.00014638,0.0082503,0.0017089,0.0019279,0.0075,-0.14668,-0.010277,-0.1755,0.15408,0.18057,-0.15984
1859,1,0,0,0,-0.00093552,-0.00029744,-0.00050716,-0.011703,-0.00090477,-0.0027582,0.0075,0.019637,-0.14059,0.077525,0.16912,0.18058,-0.16375
2155,1,0,0,0,-0.00052149,3.2396e-05,-0.0040277,0.00057516,-0.00034647,0.0011254,0.0075,-0.9845,-0.1187,-0.022434,0.19192,0.181,-0.1547
3076,1,0,0,0,-0.00092965,-0.00048575,-0.0012071,0.0063006,-0.00063227,0.005719,0.0075,0.13748,-0.24504,-0.16843,0.20677,0.18071,-0.15262
2501,1,0,0,0,0.00043123,-1.4568e-05,-0.00019191,-0.01186,-0.0010474,-0.0030567,0.0075,0.029161,0.014039,0.05241,0.2157,0.181,-0.16467
2290,1,0,0,0,-0.00081628,3.6051e-05,-0.00014816,0.00010074,0.0012409,0.00035088,0.0075,-0.03737,-0.003059,0.053843,0.23164,0.18094,-0.16393
1837,1,0,0,0,0.00046418,-5.8005e-05,8.9988e-05,-0.0051656,0.00042365,-0.0014223,0.0075,-0.004691,-0.013203,-0.057113,0.24652,0.18075,-0.15816
2683,1,0,0,0,0.00025957,-2.3724e-05,0.00040406,-0.0010908,-0.00088716,0.0025026,0.0075,-0.029548,-0.015019,0.049221,0.27595,0.181,-0.15631
2257,1,0,0,0,0.00055547,-0.00018179,4.9215e-05,-0.0057781,0.0046264,0.028943,0.0075,0.027918,0.0094476,0.094878,0.30175,0.181,-0.16057
3093,1,0,0,0,-2.3493e-06,2.5692e-05,1.374e-05,0.0042821,-0.019371,0.0087085,0.0075,-0.0097017,-0.053542,-0.016441,0.31659,0.181,-0.16538
2796,1,0,0,0,-4.3801e-05,8.0913e-05,0.00025685,0.0071824,0.005244,0.00677,0.0075,-0.019819,0.020662,0.0080353,0.33074,0.181,-0.15798
2097,1,0,0,0,-0.00046472,-6.5406e-05,-8.9058e-05,-0.013565,-0.011498,0.0020209,0.0075,-0.001656,-0.019194,-0.12105,0.35204,0.18093,-0.16161
2067,1,0,0,0,-0.00027805,-3.6925e-05,-9.7099e-05,0.005225,0.0016471,-0.0031477,0.0075,-0.014075,0.0048768,0.0025185,0.18335,-0.034001,-0.14824
154,1,0,0,0,-0.00020688,-0.00026643,-0.0001276,-0.0018742,-0.0012683,0.0079542,0.0075,-0.050155,-0.0078295,-0.045065,0.19818,-0.032722,-0.14645
1088,1,0,0,0,0.0070673,-2.9289e-05,-0.018364,0.001119,-0.00017672,-0.003562,0.0075,-2.4514,2.8546,-0.93817,0.21204,-0.034001,-0.14085
1383,1,0,0,0,0.011028,-0.003442,-0.0065149,0.0031497,-0.0057964,-0.0050955,0.0075,-0.1712,1.3797,-0.55724,0.22641,-0.033991,-0.14517
2688,1,0,0,0,0.0015759,0.00064715,-0.00054105,-0.0026581,0.00046139,-0.0017646,0.0075,0.015915,0.091289,0.0094981,0.24314,-0.033998,-0.14986
2073,1,0,0,0,0.0028745,0.001455,-0.00037334,0.004163,-0.0031015,0.0022294,0.0075,-0.043574,0.090102,-0.35372,0.25723,-0.033994,-0.1409
2402,1,0,0,0,0.00014056,-0.00011189,-0.00065088,-0.0040996,-0.0095264,-0.0040669,0.0075,-0.084394,0.038252,-0.036373,0.27007,-0.034,-0.14868
884,1,0,0,0,0.015612,-0.0058291,-0.011686,0.0064455,-0.034245,-0.033125,0.0075,1.5351,2.5293,0.85844,0.27869,-0.033679,-0.13641
3160,1,0,0,0,0.01309,0.0011243,-0.00065045,-0.0025145,-0.00050746,-0.0073398,0.0075,-0.098784,0.80957,0.52784,0.30148,-0.033795,-0.15108
2191,1,0,0,0,0.0062227,-0.00011069,-0.0001601,-0.023293,0.0018324,0.00029795,0.0075,0.080534,-0.34786,-0.74515,0.29393,-0.034004,-0.13696
2479,1,0,0,0,-0.0018561,0.0043972,-0.0041959,0.0026889,0.0053948,-0.003507,0.0075,-0.93559,-0.056645,0.28549,0.16936,-0.024807,-0.14934
3012,1,0,0,0,0.00092041,-0.0014031,-0.0007021,0.0074905,-0.0069406,-0.01842,0.0075,-0.043042,0.051652,0.055781,0.21713,-0.020317,-0.14722
2565,1,0,0,0,0.027225,-0.0088057,-0.0164,0.01036,-0.0093426,-0.0077256,0.0075,1.6045,2.7327,0.69777,0.23452,-0.024422,-0.13695
1824,1,0,0,0,-0.0005239,-0.0030977,-0.0026281,0.00043635,-0.0078667,-0.002517,0.0075,0.61448,-0.032913,-0.056617,0.25965,-0.019666,-0.15025
3138,1,0,0,0,0.0072278,-0.012455,-0.011163,0.0070902,-0.0069208,-0.010243,0.0075,1.7839,1.126,1.0178,0.26882,-0.022635,-0.13876
2546,1,0,0,0,0.0098426,-0.0032755,0.0018088,0.0073313,-0.0024463,-0.015254,0.0075,0.46543,-0.057946,0.20921,0.28255,-0.018292,-0.14299
2453,1,0,0,0,0.010764,6.078e-06,0.00041587,-0.010326,-0.00075025,-0.001899,0.0075,-0.034683,0.11869,0.2627,0.29721,-0.02123,-0.14409
2906,1,0,0,0,0.010819,0.0065856,-0.00049785,-0.010721,0.0038053,-0.0056239,0.0075,1.2182,-0.1036,0.29356,0.31145,-0.022265,-0.14869
1115,1,0,0,0,1.4565e-05,0.0013797,-0.0011598,0.0038963,-0.012141,0.0020722,0.0075,-0.44099,0.30883,0.17434,0.19059,-0.011257,-0.14324
820,1,0,0,0,0.0011363,0.00066907,-0.0021793,0.0099392,-0.001139,-0.0076722,0.0075,1.1717,-0.41459,-0.65536,0.17848,-0.0074995,-0.15126
366,1,0,0,0,0.0016983,-0.00028651,0.0016363,0.011158,-0.050215,0.0047266,0.0075,0.028899,-0.066473,-0.049642,0.20349,-0.0094154,-0.15066
1292,1,0,0,0,0.017706,0.0030659,-0.0045705,0.028452,-0.15605,0.14439,0.0075,0.26152,2.3861,-1.1521,0.21397,-0.0074993,-0.1401
1636,1,0,0,0,0.004036,-0.0032181,-0.00013128,0.0036701,-0.0070041,0.0019544,0.0075,0.56792,-0.12822,1.5047,0.2333,-0.010895,-0.14332
3309,1,0,0,0,0.019535,-0.00046876,0.032751,0.008724,0.0066122,-0.01331,0.0075,0.29451,0.82293,-0.92999,0.25157,-0.0073586,-0.13772
2369,1,0,0,0,0.017784,-0.0076951,0.017424,0.013564,-0.011109,-0.0029269,0.0075,1.4669,1.1507,-0.15083,0.26649,-0.007385,-0.13907
2304,1,0,0,0,0.0078939,-9.2091e-05,0.0089738,0.0028641,0.012582,0.0034129,0.0075,0.41624,0.67336,-0.25871,0.27709,-0.0059704,-0.14956
2610,1,0,0,0,0.0073996,0.0025825,-0.00094258,-0.0075337,0.0093666,-0.00066305,0.0075,-0.070679,-0.14603,0.35918,0.30465,-0.0088879,-0.14823
3167,1,0,0,0,0.0082236,0.004479,0.0043527,-0.0032407,-0.0068706,0.0023914,0.0075,-0.29479,-0.19584,0.31638,0.31621,-0.006489,-0.13673
2911,1,0,0,0,0.010006,0.0037186,0.0064598,-0.0014253,-0.0035569,0.0089172,0.0075,0.15622,-0.2216,-0.37591,0.32445,-0.015598,-0.14533
2647,1,0,0,0,0.023027,-0.020414,0.001276,-0.02845,0.0058797,0.015707,0.0075,2.0393,2.5821,-1.0335,0.3341,-0.0035011,-0.13986
1547,1,0,0,0,0.035917,8.5203e-05,0.00056569,-0.00075864,-0.00031582,-0.0042092,0.0075,-0.013064,-0.37278,0.0051725,0.15407,0.012546,-0.14652
1170,1,0,0,0,0.034337,9.4065e-06,0.0076996,0.001698,0.0035683,0.0054109,0.0075,0.0026564,-0.38209,0.010448,0.17315,0.0125,-0.14246
1398,1,0,0,0,0.033043,0.00036829,0.01474,-0.0052255,-0.0042911,-0.0035272,0.0075,0.036464,-0.36076,-0.040095,0.19214,0.012508,-0.13977
2298,1,0,0,0,0.0022936,-0.0061748,-0.0055864,0.0051148,0.012668,-0.0057967,0.0075,0.34545,-0.24904,1.3116,0.28217,0.004671,-0.13982
2056,1,0,0,0,0.0053155,-0.0020402,-0.0023645,0.0079758,-0.0043947,0.0008996,0.0075,0.23118,0.78163,0.18313,0.29467,0.0023175,-0.14776
3328,1,0,0,0,0.0042221,0.0018828,0.0012332,-0.012458,-0.0055927,-0.0033602,0.0075,-0.24533,0.48015,0.17677,0.314,0.0063786,-0.14411
2065,1,0,0,0,0.02236,-0.0042086,-0.0073304,0.0022219,0.0042302,-0.0017057,0.0075,0.8251,3.0387,0.9804,0.34353,0.0051383,-0.14818
97,1,0,0,0,0.037278,0.00034425,0.014172,-0.0027934,-0.0035782,0.00095769,0.0075,-0.043034,-0.39757,0.0071401,0.19079,0.022806,-0.15059
125,1,0,0,0,0.034113,0.00012635,0.0098511,-0.00077528,-0.0015273,9.962e-05,0.0075,0.0020249,-0.36978,0.055579,0.17902,0.026786,-0.14218
312,1,0,0,0,0.034204,0.0001375,0.020057,-0.00064738,0.00060898,0.00035965,0.0075,-0.0071787,-0.42148,-0.0096363,0.20664,0.014861,-0.14278
2469,1,0,0,0,0.0025741,0.00035117,-0.0014352,0.015805,0.0036914,0.0073937,0.0075,-0.1283,0.52794,0.26664,0.29319,0.01736,-0.14781
2784,1,0,0,0,0.002201,0.0010092,0.00094425,-0.0048674,-0.0051389,-0.0061547,0.0075,-0.13646,0.26438,0.10445,0.30766,0.019954,-0.1448
2296,1,0,0,0,0.0030549,-0.0034195,1.6823e-05,-0.0060507,0.0082574,0.0051842,0.0075,0.59767,0.61301,-0.17847,0.32973,0.01386,-0.14694
2459,1,0,0,0,0.0092013,-0.0022579,-0.0027362,-0.00031306,-0.00021096,-0.00067072,0.0075,0.56347,1.1311,2.7217,0.34367,0.01909,-0.14071
833,1,0,0,0,0.032599,-0.00051545,0.011489,-0.00010945,0.00017637,0.0012318,0.0075,0.046123,-0.34286,-0.086726,0.18352,0.040799,-0.13851
1500,1,0,0,0,0.032013,0.00066709,0.014954,-0.0022611,0.00016888,0.0079281,0.0075,0.01101,-0.37349,-0.019217,0.19298,0.028509,-0.1369
302,1,0,0,0,0.035442,0.00057987,0.017085,-0.0043986,-0.0044268,-0.005005,0.0075,-0.12715,-0.44294,0.10272,0.19928,0.03824,-0.14641
1454,1,0,0,0,0.03372,0.00018601,0.021364,0.0023305,0.0035928,0.0028999,0.0075,-0.012457,-0.39867,-0.013987,0.21012,0.029353,-0.14107
2920,1,0,0,0,0.0023591,-0.0012805,-0.0010539,0.00019741,-0.00034237,0.0029987,0.0075,0.098696,-0.032858,0.26942,0.26731,0.036738,-0.14346
2483,1,0,0,0,-0.012765,-0.00098569,-0.005735,0.0057076,-0.0057079,-0.0071962,0.0075,5.8949,1.6566,-13.963,0.28612,0.037656,-0.14083
2244,1,0,0,0,0.00056932,0.00047636,0.00026114,0.001382,-0.0037109,0.0070314,0.0075,-0.071252,0.019689,0.06194,0.30241,0.033877,-0.14668
2413,1,0,0,0,0.00045208,-0.0008957,-0.00048986,0.004471,-0.0071434,-0.0027628,0.0075,0.067753,0.021274,-0.063243,0.32247,0.031504,-0.14002
2638,1,0,0,0,-0.0010572,0.00071056,-0.00080535,0.0045971,-0.0020054,-0.0031095,0.0075,-0.14513,-0.13265,-0.15493,0.35237,0.032388,-0.14481
1524,1,0,0,0,0.034408,-1.1285e-06,0.0069657,-0.00090307,-0.0015006,0.0016678,0.0075,0.018048,-0.37605,0.032758,0.17048,0.046498,-0.14325
1735,1,0,0,0,0.019353,-0.0028196,0.015311,-0.005842,-0.0073401,-0.00021187,0.0075,0.89176,-3.2059,0.34717,0.19565,0.050848,-0.13914
699,1,0,0,0,0.03104,0.0049212,0.020264,-0.0024153,-0.00076315,0.00026601,0.0075,-0.79781,-0.78901,0.14107,0.2109,0.045793,-0.14069
2099,1,0,0,0,-0.00063601,0.00071934,-0.00052673,0.00021103,0.00074529,0.0022264,0.0075,-0.090679,-0.092865,0.32806,0.27421,0.048135,-0.15034
2458,1,0,0,0,0.020549,-0.015384,-0.011862,0.013229,0.01131,0.019207,0.0075,2.8626,1.3954,0.12003,0.28629,0.052504,-0.13657
2680,1,0,0,0,0.0058925,0.00048646,0.00098187,-0.0058889,-0.027887,0.0012445,0.0075,0.33762,0.55062,-0.18768,0.29994,0.051154,-0.14462
1854,1,0,0,0,0.0042193,0.00038439,-0.00069847,0.089069,0.0039896,-0.024091,0.0075,-0.062789,0.019714,0.87929,0.31941,0.049542,-0.13956
2947,1,0,0,0,0.00014132,0.00011689,-0.0019314,-0.011963,0.020098,0.0052032,0.0075,-0.074149,0.021176,0.033968,0.33827,0.049018,-0.1491
2176,1,0,0,0,-0.00012101,0.00036118,-0.00093594,0.00085205,0.0031094,-0.0047355,0.0075,-0.061943,-0.12259,-0.039557,0.3525,0.047819,-0.14453
128,1,0,0,0,0.034009,0.00013974,0.0083879,-0.0036154,-0.001049,0.0038368,0.0075,-0.078485,-0.4111,0.02423,0.17499,0.060805,-0.14324
1474,1,0,0,0,-0.040715,0.0067009,-0.0182,0.00077005,0.0093964,-0.0068543,0.0075,-1.2468,-11.679,1.0501,0.18847,0.068997,-0.13736
245,1,0,0,0,0.036485,0.00090426,0.014973,-0.00065466,-0.00604,0.0089871,0.0075,-0.10353,-0.44713,-0.028899,0.19311,0.061438,-0.14945
52,1,0,0,0,0.034165,0.0006017,0.020264,-0.00073691,-0.0073478,0.010778,0.0075,0.054411,-0.29812,-0.06035,0.20656,0.061274,-0.14282
454,1,0,0,0,0.032451,0.0002342,0.024337,0.0056086,0.00075598,-0.0024196,0.0075,-0.061126,-0.38889,-0.0021675,0.21803,0.069121,-0.13718
2862,1,0,0,0,-0.00038254,0.00053676,-0.00027045,-0.0033497,-0.0034854,0.0016784,0.0075,-0.004719,-0.01919,-0.14938,0.27395,0.064877,-0.15032
2434,1,0,0,0,0.0081046,-0.0046065,0.00071708,0.0065743,-0.0055109,0.0066283,0.0075,0.2262,-0.26468,1.7408,0.29588,0.063946,-0.1379
2215,1,0,0,0,0.0056556,0.0019109,0.0010268,-0.0089896,0.01221,0.011953,0.0075,0.05086,0.5118,-0.28665,0.30258,0.064317,-0.15132
2876,1,0,0,0,0.007082,0.0091062,0.0043885,0.0072005,-0.0059225,-0.010605,0.0075,-1.6788,-0.22259,-0.031021,0.31083,0.06386,-0.13664
2998,1,0,0,0,0.0071203,0.00099143,0.0057295,0.0054927,-0.011065,-0.011871,0.0075,-2.0169,-0.088057,0.12191,0.32509,0.064326,-0.14125
2279,1,0,0,0,0.0045553,-0.0023458,2.0794e-05,0.0084062,-0.020437,-0.037775,0.0075,0.26765,0.75876,0.053133,0.3389,0.066177,-0.14678
142,1,0,0,0,-0.023007,0.023477,-0.051009,-0.0035414,0.21586,0.76353,0.0075,-2.0733,-4.4847,-1.6943,0.17212,0.078654,-0.14252
1107,1,0,0,0,-0.097955,0.039138,-0.12955,0,0,-0.043325,0.0075,-7.316,-24.374,-1.2561,0.18634,0.084621,-0.13894
1229,1,0,0,0,0.030864,-0.0033869,0.004677,0.0038511,0.066727,0.15287,0.0075,0.22704,-1.2961,-0.14965,0.19428,0.076659,-0.14887
1682,1,0,0,0,0.031662,-0.0004007,0.022022,-0.0045952,-0.0080935,-0.0049088,0.0075,0.0028959,-0.62031,0.2775,0.21402,0.08344,-0.13915
2418,1,0,0,0,-8.4134e-06,-0.00053623,-0.00022007,-0.0010033,0.0012748,0.00085875,0.0075,-0.00074231,0.021992,0.049221,0.27606,0.079642,-0.1444
2931,1,0,0,0,0.00071317,0.0011106,-0.0017316,0.00071904,0.0015154,0.00043552,0.0075,-0.18374,0.096378,-0.028164,0.29267,0.080554,-0.14299
2849,1,0,0,0,-0.00061131,0.00044938,-0.0011897,0.0046537,-0.0008744,-0.0035988,0.0075,0.059402,-0.084447,0.06591,0.3106,0.077643,-0.14546
3169,1,0,0,0,0.0149,5.211e-05,-0.016576,-0.0055507,-0.0083092,0.0012785,0.0075,0.065403,0.7987,-0.41332,0.33165,0.077641,-0.13909
1641,1,0,0,0,0.10626,0.20086,-0.049492,0.3118,-0.0073665,0.26421,0.0075,-34.355,11.727,2.6345,0.15737,0.10028,-0.1505
318,1,0,0,0,0.02096,0.025547,0.013995,0.013004,-0.0068286,0.0088703,0.0075,-1.6994,-0.89998,0.84567,0.17093,0.093612,-0.14162
1665,1,0,0,0,0.033973,0.00085734,0.019508,0.0054534,-0.0043391,-0.0063368,0.0075,0.46919,-0.78965,0.11463,0.20995,0.097737,-0.14115
3136,1,0,0,0,0.0014346,0.0014347,0.00084749,0.0025778,0.00078569,-0.0051461,0.0075,0.016502,0.25873,-0.086055,0.30285,0.090693,-0.14731
2357,1,0,0,0,0.0098128,0.0025299,0.0050287,0.048346,-0.0043639,-0.0034227,0.0075,-0.029465,-0.32438,-0.24108,0.31863,0.099078,-0.13725
3264,1,0,0,0,0.0080697,-0.0010098,0.0059104,-0.0028447,0.01754,0.019468,0.0075,-0.054868,0.19597,-0.2624,0.33211,0.092612,-0.1383
3168,1,0,0,0,0.0028233,-0.0021182,0.0025065,0.0027414,0.010881,0.0011357,0.0075,-0.3296,0.75236,0.54171,0.34089,0.089285,-0.14999
562,1,0,0,0,0.030719,-0.0016394,0.017858,-0.0097468,-0.01608,0.14205,0.0075,-0.32552,-1.4808,-3.4548,0.19023,0.11479,-0.13799
832,1,0,0,0,0.035277,0.0014939,0.017028,0.0052755,-0.0037796,0.02984,0.0075,-0.12715,-0.52847,-0.16491,0.19863,0.10584,-0.14673
894,1,0,0,0,0.03368,0.00024812,0.021499,0.012162,-0.0024801,-0.0011061,0.0075,-0.00022606,-0.39796,-0.1576,0.20963,0.11448,-0.14132
813,1,0,0,0,0.000417,-0.00012823,-9.9601e-05,0.0010869,-0.0029729,0.0005166,0.0075,-0.013123,0.043099,-0.045765,0.27104,0.10281,-0.15144
2098,1,0,0,0,0.025326,0.0019251,-0.0055441,0.016235,0.0015517,-0.013112,0.0075,-0.2651,0.77058,0.45168,0.28602,0.10542,-0.13888
3127,1,0,0,0,0.0017342,0.0015093,-0.0007549,-0.0061525,-0.0052046,0.0068874,0.0075,0.13988,-0.28447,-0.091998,0.2991,0.11559,-0.14335
3153,1,0,0,0,0.001599,0.0011676,-0.00048214,0.0072192,0.004881,0.0017306,0.0075,-0.089695,0.13437,-0.033566,0.30678,0.10483,-0.15044
2123,1,0,0,0,0.0086541,0.0020948,0.001523,-0.030318,0.033054,0.048381,0.0075,-0.22993,0.68222,0.28038,0.33,0.10881,-0.13629
2361,1,0,0,0,0.0035047,-0.00025292,-0.0037505,-0.021048,-0.0045748,0.02617,0.0075,-0.040783,0.39968,-0.40651,0.34099,0.10341,-0.14494
1459,1,0,0,0,0.03622,0.00023812,0.01514,0.029586,0.0022731,0.02881,0.0075,0.023947,-0.55903,-0.012051,0.19489,0.1252,-0.14857
2971,1,0,0,0,-0.02733,-0.015162,-0.057446,-0.0038512,-0.0017493,-0.0045405,0.0075,11.665,-7.5378,-3.1248,0.27365,0.13002,-0.14801
2072,1,0,0,0,0.0015907,0.0017569,-0.0011837,-0.0059081,0.0012577,0.0050104,0.0075,-0.070014,0.33396,0.52562,0.2846,0.11914,-0.14478
2212,1,0,0,0,0.0006917,0.0014183,0.00018483,-0.0048487,-0.002721,0.0068719,0.0075,-0.034704,-0.011349,0.20645,0.29956,0.13048,-0.14165
