"Points:0","Points:1","Points:2"
0.13191,-0.044192,0.047495
0.31479,0.045895,0.047495
0.12184,0.013929,0.050495
0.31479,0.19701,0.047495
0.12023,-0.087636,0.047518
0.29969,0.095297,0.050495
0.16714,0.16214,0.047495
0.20238,0.14761,0.047495
0.1856,-0.0093194,0.047495
0.23929,0.1941,0.047495
0.24265,-0.020944,0.047495
0.28291,0.077861,0.047495
0.19231,0.1941,0.050495
0.30305,-0.055816,0.047495
0.29969,-0.055816,0.047495
0.10003,0.086579,0.050495
0.2762,0.025553,0.050495
0.27956,0.025553,0.050495
0.20406,0.197,0.050494
0.26446,-0.012225,0.047495
0.33827,-0.076181,0.047504
0.33492,-0.076156,0.047494
0.30472,0.011023,0.050495
0.30137,0.011023,0.050495
0.31815,-0.047098,0.047495
0.3215,-0.047098,0.047495
0.14533,0.14761,0.050495
0.17218,0.11273,0.047495
0.12688,0.028459,0.050495
0.16043,0.098203,0.050495
0.12352,0.098203,0.047495
0.17889,-0.06744,0.050495
0.24265,0.12436,0.047495
0.15876,0.13017,0.050495
0.21245,0.10692,0.047495
0.3215,0.10402,0.047495
0.23426,0.13889,0.047495
0.23593,0.14179,0.047495
0.23761,0.13889,0.047495
0.33325,0.095297,0.047494
0.15036,-0.08196,0.050493
0.29801,0.092391,0.047495
0.30137,0.092391,0.047495
0.15204,0.11855,0.047495
0.12688,0.11564,0.047495
0.12856,0.11855,0.047495
0.13023,0.11564,0.047495
0.1705,0.12726,0.050495
0.17721,0.13889,0.050495
0.17553,0.11273,0.047495
0.27452,0.15632,0.047495
0.1554,0.15923,0.050495
0.29298,-0.0035074,0.050495
0.17386,0.040083,0.050495
0.17218,0.042989,0.050495
0.21412,0.197,0.047496
0.2158,0.19986,0.047505
0.21748,0.197,0.047496
0.23426,-0.012225,0.047495
0.3215,0.069143,0.050495
0.24432,0.069143,0.050495
0.17386,0.15051,0.047495
0.17553,0.15342,0.047495
0.17721,0.15051,0.047495
0.10507,-0.026756,0.047495
0.2913,0.1912,0.047495
0.29298,0.1941,0.047495
0.15372,0.040083,0.047495
0.15037,0.040083,0.047495
0.33157,0.080767,0.047495
0.33823,0.12145,0.050479
0.1554,0.048801,0.047495
0.15876,0.048801,0.047495
0.26781,0.15051,0.050495
0.11346,0.051707,0.047495
0.25104,-0.0064134,0.050495
0.29634,-0.015131,0.050495
0.17569,0.20701,0.048817
0.30808,0.098203,0.050495
0.30472,0.098203,0.050495
0.32821,-0.064534,0.050495
0.32486,-0.064534,0.050495
0.21748,0.034271,0.047495
0.31311,0.17085,0.050495
0.26931,-0.08987,0.047577
0.24097,0.080767,0.047495
0.24265,0.083673,0.047495
0.24432,0.080767,0.047495
0.31144,0.15051,0.050495
0.17218,-0.020944,0.050495
0.3215,0.086579,0.047495
0.31815,0.086579,0.047495
0.17721,-0.041286,0.050495
0.17386,-0.041286,0.050495
0.17553,-0.044192,0.050495
0.31311,0.042989,0.047495
0.31815,-0.041286,0.050495
0.29634,0.10111,0.050495
0.31648,0.19994,0.04749
0.31312,0.19996,0.04749
0.16547,0.15923,0.047495
0.10003,0.028459,0.050495
0.2309,0.16214,0.047495
0.23426,0.16214,0.047495
0.22083,-0.05291,0.047495
0.21748,-0.05291,0.047495
0.19399,0.080767,0.047495
0.19231,0.077861,0.047495
0.2158,-0.044192,0.047495
0.28627,0.077861,0.047495
0.28795,0.074955,0.047495
0.18896,0.1941,0.050495
0.098356,0.089485,0.050495
0.21748,0.0052107,0.047495
0.2158,0.0023046,0.047495
0.21412,0.0052107,0.047495
0.27285,0.025553,0.050495
0.26278,-0.0093194,0.047495
0.16043,0.074955,0.050495
0.30305,0.013929,0.050495
0.29969,0.013929,0.050495
0.096678,-0.018037,0.047495
0.095,-0.020944,0.047495
0.093322,-0.018037,0.047495
0.10344,0.20275,0.050473
0.31982,-0.050004,0.047495
0.10674,0.15051,0.050495
0.1101,0.15051,0.050495
0.10842,0.15342,0.050495
0.14869,0.14761,0.050495
0.12856,0.025553,0.050495
0.1252,0.10111,0.047495
0.14366,-0.02385,0.050495
0.14701,-0.02385,0.050495
0.10339,0.092391,0.050495
0.10674,0.092391,0.050495
0.16043,0.12726,0.047495
0.23929,0.12436,0.047495
0.23761,0.12726,0.047495
0.11178,0.13598,0.047495
0.31982,0.10111,0.047495
0.11681,-0.070346,0.050495
0.12017,-0.070346,0.050495
0.1302,-0.08779,0.050491
0.13191,-0.084899,0.050501
0.19908,-0.090337,0.05036
0.20406,0.1447,0.050495
0.2007,0.1447,0.050495
0.20238,0.14179,0.050495
0.14869,0.12436,0.047495
0.24097,0.10402,0.047495
0.16714,0.11564,0.047495
0.16882,0.11855,0.047495
0.1705,0.11564,0.047495
0.15204,0.15923,0.050495
0.10842,0.16504,0.047495
0.15708,0.051707,0.050495
0.15876,0.054613,0.050495
0.33492,0.1447,0.047495
0.33157,0.1447,0.047495
0.15372,0.18538,0.047495
0.1554,0.18829,0.047495
0.15708,0.18538,0.047495
0.33157,0.051707,0.050495
0.15372,0.1912,0.047495
0.20909,0.15923,0.047495
0.33157,0.040084,0.047495
0.32989,0.037177,0.047495
0.32821,0.040083,0.047495
0.14366,-0.064534,0.047495
0.14533,-0.061628,0.047495
0.23929,0.15342,0.047495
0.093322,-0.035474,0.050495
0.096678,-0.035474,0.050495
0.095,-0.032568,0.050495
0.17889,0.15342,0.047495
0.33829,0.0051783,0.047527
0.33658,0.0022977,0.04751
0.33492,0.0052101,0.047495
0.19063,0.12145,0.047495
0.18896,0.11855,0.047495
0.18728,0.12145,0.047495
0.18057,-0.081965,0.047496
0.1789,-0.084832,0.047505
0.15204,0.042989,0.047495
0.32486,0.197,0.050493
0.34447,-0.016526,0.050379
0.13359,0.074955,0.047495
0.2611,0.18538,0.050495
0.25104,-0.064534,0.047495
0.25271,-0.061628,0.047495
0.26614,0.14761,0.050495
0.11513,0.048801,0.047495
0.28459,0.12145,0.050495
0.3064,0.10111,0.050495
0.30305,0.10111,0.050495
0.2913,-0.012225,0.050495
0.29298,-0.015131,0.050495
0.19063,-0.047098,0.050495
0.19399,-0.047098,0.050495
0.30808,0.12145,0.050495
0.32653,-0.061628,0.050495
0.28795,0.15051,0.050495
0.28627,0.14761,0.050495
0.26781,-0.012225,0.050495
0.23761,-0.047098,0.047495
0.24097,-0.047098,0.047495
0.30976,0.17085,0.050495
0.246,0.083673,0.047495
0.27117,-0.058722,0.047495
0.25439,0.034271,0.047495
0.25607,0.037177,0.047495
0.25775,0.034271,0.047495
0.31982,0.089485,0.047495
0.17889,-0.020944,0.050495
0.10674,0.016835,0.047495
0.31647,-0.044192,0.050495
0.31982,-0.044192,0.050495
0.17218,-0.044192,0.050495
0.23761,0.034271,0.050495
0.23426,0.034271,0.050495
0.30137,0.098203,0.050495
0.29969,0.10111,0.050495
0.16379,-0.058722,0.047495
0.19735,-0.076158,0.050495
0.19399,-0.076158,0.050495
0.19567,-0.079064,0.050495
0.10171,0.025553,0.050495
0.23258,0.15923,0.047495
0.20406,0.1447,0.047495
0.18057,-0.0064134,0.047495
0.17721,-0.0064134,0.047495
0.12688,0.080767,0.047495
0.33157,0.1912,0.050495
0.31479,0.074955,0.050495
0.10171,0.089485,0.050495
0.26614,-0.0093194,0.047495
0.21245,0.0023046,0.047495
0.15876,0.077861,0.050495
0.20406,0.051707,0.047495
0.20238,0.048801,0.047495
0.2007,0.051707,0.047495
0.3064,0.013929,0.050495
0.3215,-0.018037,0.047495
0.1101,-0.018037,0.047495
0.10842,-0.020944,0.047495
0.10674,-0.018037,0.047495
0.14701,0.074955,0.050495
0.10506,0.20482,0.050358
0.31647,-0.050004,0.047495
0.1252,0.025553,0.050495
0.10674,0.13889,0.047495
0.1101,0.13889,0.047495
0.10339,0.17957,0.050495
0.10003,0.17957,0.050495
0.10171,0.17667,0.050495
0.34422,0.025309,0.049619
0.10507,0.089485,0.050495
0.18392,-0.070346,0.050495
0.15372,0.13308,0.050495
0.15037,0.13308,0.050495
0.21077,0.10402,0.047495
0.23258,0.14179,0.047495
0.19563,-0.090048,0.050284
0.19902,0.14179,0.050495
0.15204,0.12436,0.047495
0.15372,0.12145,0.047495
0.23426,0.16214,0.050495
0.23761,0.16214,0.050495
0.23593,0.16504,0.050495
0.23929,0.10111,0.047495
0.25439,0.10402,0.047495
0.34438,-0.034315,0.049631
0.095,0.16504,0.047495
0.33325,0.14761,0.047497
0.30137,0.16214,0.047495
0.15037,0.16795,0.047495
0.14869,0.16504,0.047495
0.14701,0.16795,0.047495
0.27452,0.045895,0.050495
0.27788,0.045895,0.050495
0.2762,0.048801,0.050495
0.20573,0.15923,0.047495
0.27117,0.0052107,0.047495
0.26949,0.0023046,0.047495
0.26781,0.0052107,0.047495
0.098356,-0.032568,0.050495
0.17218,0.15342,0.047495
0.33325,0.0023051,0.047494
0.20741,0.011023,0.050495
0.093322,-0.012225,0.050495
0.096678,-0.012225,0.050495
0.095,-0.0093194,0.050495
0.1856,0.11855,0.047495
0.29466,0.080767,0.047495
0.27771,-0.092087,0.048752
0.1554,0.042989,0.047495
0.32653,0.1941,0.050495
0.16714,0.022647,0.050495
0.1705,0.022647,0.050495
0.16882,0.025553,0.050495
0.13191,0.077861,0.047495
0.16379,0.080767,0.047495
0.11178,0.048801,0.047495
0.13527,0.013929,0.047495
0.22083,0.11564,0.050495
0.28795,-0.081964,0.047496
0.28627,-0.08483,0.047505
0.30976,0.10111,0.050495
0.27788,0.16214,0.050495
0.28124,0.16214,0.050495
0.19735,0.028459,0.047495
0.19902,0.031365,0.047495
0.2259,-0.084827,0.047505
0.095,-0.090117,0.050302
0.20741,0.074955,0.050495
0.21077,0.074955,0.050495
0.32318,0.089485,0.047495
0.23929,0.083673,0.047495
0.13023,-0.047098,0.047495
0.13359,-0.047098,0.047495
0.25942,0.037177,0.047495
0.12352,0.011023,0.050495
0.23593,0.037177,0.050495
0.23258,0.037177,0.050495
0.1185,-0.084831,0.047506
0.17553,-0.015131,0.050495
0.21412,0.069143,0.050495
0.098356,0.025553,0.050495
0.17889,-0.044192,0.050495
0.19231,-0.079063,0.050495
0.20573,0.14761,0.047495
0.24097,-0.018037,0.047495
0.31647,0.072049,0.050495
0.14366,0.040083,0.050495
0.18728,0.197,0.050493
0.30137,-0.05291,0.047495
0.29801,-0.05291,0.047495
0.28459,-0.064534,0.050495
0.28124,-0.064534,0.050495
0.28291,-0.06744,0.050495
0.27788,0.022647,0.050495
0.28124,0.022647,0.050495
0.16211,0.077861,0.050495
0.21916,0.0023046,0.047495
0.31982,-0.015131,0.047495
0.19902,0.048801,0.047495
0.098356,-0.020944,0.047495
0.093322,0.069143,0.050495
0.10507,-0.020944,0.047495
0.15037,0.1447,0.050495
0.34438,0.029761,0.049618
0.13694,0.16214,0.047495
0.1403,-0.058722,0.050495
0.13862,-0.061628,0.050495
0.23593,0.13598,0.047495
0.18057,0.10402,0.050495
0.17889,0.10111,0.050495
0.24768,-0.058722,0.050495
0.246,-0.061628,0.050495
0.31815,0.10983,0.047495
0.16714,0.16214,0.050495
0.1705,0.16214,0.050495
0.16882,0.16504,0.050495
0.12856,0.11273,0.047495
0.34422,-0.038773,0.04962
0.3446,-0.040785,0.048265
0.33661,0.1476,0.047483
0.30137,-0.041286,0.047495
0.30472,-0.041286,0.047495
0.14533,0.16504,0.047495
0.13694,0.1912,0.047495
0.13527,0.18829,0.047495
0.13359,0.1912,0.047495
0.18728,-0.047098,0.047495
0.19063,-0.047098,0.047495
0.27788,0.086579,0.050495
0.27452,0.086579,0.050495
0.2762,0.083673,0.050495
0.24097,0.15632,0.047495
0.26614,0.0023046,0.047495
0.20909,0.013929,0.050495
0.20573,0.013929,0.050495
0.17553,0.14761,0.047495
0.2611,-0.018037,0.050495
0.23426,0.045895,0.047495
0.23426,-0.064534,0.050495
0.23761,-0.064534,0.050495
0.2611,-0.081965,0.050494
0.32318,0.1941,0.050495
0.13527,0.077861,0.047495
0.11681,-0.029662,0.050495
0.11346,-0.029662,0.050495
0.11513,-0.032568,0.050495
0.15708,0.045895,0.047495
0.16043,0.045895,0.047495
0.2309,0.028459,0.050495
0.22754,0.028459,0.050495
0.22922,0.025553,0.050495
0.25439,0.10983,0.050495
0.25104,0.10983,0.050495
0.10003,0.011023,0.047495
0.27956,0.15923,0.050495
0.32821,0.15051,0.050495
0.30808,0.17376,0.050495
0.22921,-0.084909,0.047489
0.20909,0.072049,0.050495
0.21245,0.072049,0.050495
0.095,-0.06744,0.050495
0.2309,0.040083,0.050495
0.32318,-0.020944,0.050495
0.1605,-0.087629,0.047518
0.31473,0.20279,0.047501
0.31148,0.2028,0.047502
0.23929,0.037177,0.050495
0.12183,-0.084903,0.047488
0.24265,0.077861,0.047495
0.2158,0.072049,0.050495
0.18057,-0.018037,0.050495
0.17889,-0.015131,0.050495
0.23929,-0.015131,0.047495
0.31311,0.072049,0.050495
0.21412,-0.041286,0.047495
0.33659,0.037176,0.05049
0.1856,0.1941,0.050495
0.29969,-0.050004,0.047495
0.10674,0.086579,0.050495
0.10339,0.086579,0.050495
0.2007,0.19701,0.050494
0.2611,-0.0064134,0.047495
0.24097,-0.081966,0.050494
0.24432,-0.081967,0.050494
0.24265,-0.079063,0.050495
0.30137,0.016835,0.050495
0.29801,0.016835,0.050495
0.27956,-0.06744,0.050495
0.32318,-0.015131,0.047495
0.26781,-0.035474,0.050495
0.27117,-0.035474,0.050495
0.26949,-0.032568,0.050495
0.2158,0.0081167,0.047495
0.31144,-0.047098,0.047495
0.31479,-0.047098,0.047495
0.20238,0.13017,0.050495
0.15204,0.14761,0.050495
0.13023,0.022647,0.050495
0.34262,-0.079,0.04784
0.34173,-0.076286,0.047661
0.095,-0.015131,0.047495
0.16379,0.098203,0.050495
0.31144,-0.041286,0.047495
0.30976,-0.044192,0.047495
0.30808,-0.041286,0.047495
0.14701,-0.081958,0.050493
0.23258,0.13598,0.047495
0.2309,0.13889,0.047495
0.10674,0.16795,0.047495
0.28124,0.15632,0.047495
0.27788,0.15632,0.047495
0.1252,0.11273,0.047495
0.20406,0.12145,0.050495
0.2007,0.12145,0.050495
0.20238,0.11855,0.050495
0.30305,-0.044192,0.047495
0.3064,-0.044192,0.047495
0.15204,0.16504,0.047495
0.13191,0.18829,0.047495
0.16547,0.042989,0.050495
0.095,-0.079065,0.047495
0.2309,-0.0064134,0.047495
0.33492,0.057517,0.050492
0.33828,0.057505,0.050477
0.33658,0.060429,0.05049
0.21412,0.080767,0.050495
0.21748,0.080767,0.050495
0.2158,0.083673,0.050495
0.27285,0.0023046,0.047495
0.095,-0.03838,0.050495
0.26278,-0.020944,0.050495
0.17218,0.14761,0.047495
0.1705,0.15051,0.047495
0.23593,-0.06744,0.050495
0.23929,-0.06744,0.050495
0.16043,0.040083,0.047495
0.15708,0.040083,0.047495
0.26278,-0.079064,0.050495
0.25942,-0.079065,0.050495
0.15876,0.042989,0.047495
0.11681,0.045895,0.047495
0.29466,0.18538,0.047495
0.29801,0.18538,0.047495
0.16547,0.025553,0.050495
0.3215,-0.012225,0.050495
0.32486,-0.012225,0.050495
0.32318,-0.0093194,0.050495
0.10171,0.013929,0.047495
0.098356,0.013929,0.047495
0.31479,0.098203,0.050495
0.31144,0.098203,0.050495
0.34185,0.080559,0.047592
0.22587,0.025553,0.050495
0.21412,0.034271,0.047495
0.21412,0.057519,0.050495
0.21748,0.057519,0.050495
0.2158,0.060425,0.050495
0.2762,0.15923,0.050495
0.3064,0.17085,0.050495
0.30808,0.15051,0.050495
0.20573,0.072049,0.050495
0.22922,0.037177,0.050495
0.31815,-0.047098,0.050495
0.3215,-0.047098,0.050495
0.313,0.20482,0.04759
0.12688,-0.018037,0.050495
0.30611,-0.091991,0.048818
0.30187,-0.092087,0.048752
0.10339,0.022647,0.050495
0.28291,0.060425,0.050495
0.22419,-0.05291,0.047495
0.23929,0.077861,0.047495
0.23761,0.080767,0.047495
0.25104,0.074955,0.050495
0.24265,-0.015131,0.047495
0.18057,-0.041286,0.050495
0.19567,-0.073252,0.050495
0.30305,-0.050004,0.047495
0.13527,0.19986,0.047505
0.25942,-0.0035074,0.047495
0.19063,0.086579,0.047495
0.18728,0.086579,0.047495
0.16379,0.074955,0.050495
0.28627,-0.06744,0.050495
0.31311,-0.050004,0.047495
0.27788,0.074955,0.047495
0.27956,0.077861,0.047495
0.18896,0.17667,0.050495
0.21916,0.0081167,0.047495
0.22083,0.0052107,0.047495
0.18392,0.040083,0.050495
0.18057,0.040083,0.050495
0.18225,0.037177,0.050495
0.24768,0.17376,0.050495
0.1403,-0.02385,0.050495
0.098356,-0.015131,0.047495
0.10003,-0.018037,0.047495
0.10003,0.092391,0.050495
0.11346,-0.070346,0.050495
0.34444,0.023166,0.050388
0.24768,0.12726,0.047495
0.246,0.12436,0.047495
0.11681,0.12726,0.047495
0.19736,-0.08777,0.050494
0.10507,0.17085,0.047495
0.12688,0.15051,0.050495
0.093322,0.16795,0.047495
0.34168,0.14473,0.047644
0.33829,0.14469,0.047523
0.29969,-0.044192,0.047495
0.19902,0.11855,0.050495
0.26949,0.025553,0.047495
0.15876,0.15923,0.050495
0.16043,0.045895,0.050495
0.16379,0.045895,0.050495
0.20406,0.098203,0.050495
0.2007,0.098203,0.050495
0.20238,0.095297,0.050495
0.14869,0.17085,0.047495
0.13862,0.18829,0.047495
0.15037,0.18538,0.047495
0.3215,0.057519,0.050495
0.32486,0.057519,0.050495
0.32318,0.060425,0.050495
0.11681,-0.035474,0.047495
0.34004,0.06041,0.050509
0.14366,0.1912,0.047495
0.19399,0.051707,0.047495
0.19735,0.051707,0.047495
0.14701,-0.070346,0.047495
0.15037,-0.070346,0.047495
0.21916,0.083673,0.050495
0.26949,0.0081167,0.047495
0.25942,-0.020944,0.050495
0.27418,-0.091991,0.048818
0.28291,-0.055816,0.050495
0.23258,-0.06744,0.050495
0.27117,0.028459,0.050495
0.26781,0.028459,0.050495
0.26949,0.025553,0.050495
0.3215,0.197,0.050494
0.13694,0.074955,0.047495
0.17721,-0.076158,0.047495
0.17386,-0.076158,0.047495
0.13694,0.011023,0.047495
0.31311,0.10111,0.050495
0.31144,0.12145,0.050495
0.32653,-0.0093194,0.050495
0.23258,0.025553,0.050495
0.23426,-0.047098,0.047495
0.25439,-0.070346,0.047495
0.25775,-0.070346,0.047495
0.093322,-0.081961,0.050493
0.096678,-0.081961,0.050492
0.095,-0.079065,0.050495
0.27103,-0.087544,0.04752
0.23102,-0.087545,0.04752
0.093288,-0.087634,0.050456
0.26781,-0.058722,0.047495
0.22922,0.013929,0.050495
0.30137,-0.012225,0.050495
0.29969,-0.015131,0.050495
0.31982,-0.050004,0.050495
0.19735,0.10402,0.047495
0.31617,0.20537,0.047594
0.12856,-0.020944,0.050495
0.32821,0.0052106,0.047495
0.33157,0.0052111,0.047495
0.23426,0.040083,0.050495
0.12365,-0.087598,0.047523
0.26949,0.013929,0.047495
0.16043,-0.058722,0.047495
0.28459,0.15632,0.050495
0.28124,0.15632,0.050495
0.24936,0.072049,0.050495
0.25271,0.072049,0.050495
0.18728,-0.0064134,0.047495
0.18392,-0.0064134,0.047495
0.31815,0.069143,0.050495
0.13694,0.0052107,0.047495
0.13527,0.0023046,0.047495
0.13359,0.0052107,0.047495
0.26278,-0.0035074,0.047495
0.2913,0.098203,0.050495
0.29298,0.10111,0.050495
0.19902,-0.073252,0.050495
0.16547,0.077861,0.050495
0.32486,-0.018037,0.047495
0.14869,0.17667,0.047495
0.15037,0.074955,0.050495
0.12352,0.086579,0.047495
0.33492,0.18538,0.050494
0.28291,-0.061628,0.050495
0.24936,0.17667,0.050495
0.246,0.17667,0.050495
0.19399,0.1447,0.050495
0.19735,0.1447,0.050495
0.17721,-0.070346,0.050495
0.18057,-0.070346,0.050495
0.17889,0.037177,0.050495
0.16043,0.13308,0.050495
0.15708,0.13308,0.050495
0.10003,0.13889,0.047495
0.10171,0.14179,0.047495
0.10339,0.13889,0.047495
0.10842,0.17085,0.047495
0.34444,-0.040862,0.050388
0.12856,0.15342,0.050495
0.1252,0.15342,0.050495
0.14366,0.12145,0.047495
0.14533,0.12436,0.047495
0.33994,0.1476,0.047542
0.10003,0.16795,0.050495
0.10339,0.16795,0.050495
0.20573,0.11855,0.050495
0.34464,-0.016507,0.048394
0.15204,0.17085,0.047495
0.15372,0.16795,0.047495
0.19063,0.069143,0.050495
0.13527,0.1941,0.047495
0.11513,-0.032568,0.047495
0.32653,0.060425,0.050495
0.33325,0.060425,0.050495
0.19567,0.048801,0.047495
0.20741,0.016835,0.050495
0.20406,0.016835,0.050495
0.21245,0.15923,0.047495
0.21245,0.083673,0.050495
0.31982,0.1941,0.050495
0.27285,0.0081167,0.047495
0.27452,0.0052107,0.047495
0.13862,0.077861,0.047495
0.16043,0.080767,0.047495
0.20741,-0.064534,0.050495
0.13862,0.0081167,0.047495
0.30137,-0.047098,0.050495
0.30472,-0.047098,0.050495
0.30305,-0.044192,0.050495
0.11513,-0.026756,0.050495
0.27452,0.16214,0.050495
0.16379,0.022647,0.050495
0.31982,-0.0093194,0.050495
0.22922,0.031365,0.050495
0.23259,-0.084821,0.047502
0.21077,0.069143,0.050495
0.098356,-0.079065,0.050495
0.093322,-0.064534,0.050495
0.3215,-0.018037,0.050495
0.12688,-0.047098,0.047495
0.31647,-0.050004,0.050495
0.19567,0.10692,0.047495
0.28459,-0.076158,0.047495
0.28124,-0.076158,0.047495
0.12017,0.011023,0.050495
0.1252,-0.020944,0.050495
0.32989,0.0023046,0.047495
0.12522,-0.084827,0.047504
0.095,-0.044192,0.050495
0.21412,0.074955,0.050495
0.29634,0.037177,0.047495
0.2007,0.022647,0.047495
0.20406,0.022647,0.047495
0.31479,-0.058722,0.050495
0.33659,0.0488,0.050489
0.24768,0.1912,0.047495
0.24432,-0.018037,0.047495
0.18896,0.18829,0.047495
0.33823,0.034299,0.050484
0.30472,-0.05291,0.047495
0.27117,0.022647,0.050495
0.27452,0.022647,0.050495
0.13191,0.0023046,0.047495
0.32653,-0.015131,0.047495
0.14869,0.15342,0.047495
0.20406,0.12726,0.050495
0.18057,0.10402,0.047495
0.25438,-0.081962,0.050493
0.28795,-0.064534,0.050495
0.28627,-0.061628,0.050495
0.19567,0.14179,0.050495
0.10674,0.17376,0.047495
0.10842,0.17667,0.047495
0.1101,0.17376,0.047495
0.13694,-0.05291,0.050495
0.13359,-0.05291,0.050495
0.34429,-0.030145,0.049641
0.33157,0.098203,0.047495
0.34301,0.14753,0.04769
0.10171,0.16504,0.050495
0.10507,0.16504,0.050495
0.30472,-0.047098,0.047495
0.30808,-0.047098,0.047495
0.17721,0.10983,0.050495
0.17386,0.10983,0.050495
0.24432,-0.05291,0.050495
0.24097,-0.05291,0.050495
0.13359,0.011023,0.050495
0.13694,0.011023,0.050495
0.13527,0.013929,0.050495
0.20238,0.12436,0.050495
0.29801,0.028459,0.050495
0.29466,0.028459,0.050495
0.29634,0.025553,0.050495
0.096678,-0.081961,0.047497
0.29801,-0.018037,0.047495
0.29634,-0.020944,0.047495
0.29466,-0.018037,0.047495
0.13862,0.1941,0.047495
0.1403,0.1912,0.047495
0.11849,-0.032568,0.047495
0.095,-0.0093194,0.047495
0.33828,0.028459,0.050475
0.33492,0.028459,0.050495
0.33658,0.025552,0.05049
0.18057,-0.047098,0.047495
0.18225,-0.044192,0.047495
0.18392,-0.047098,0.047495
0.19231,0.048801,0.047495
0.2158,0.013929,0.047495
0.3366,0.054623,0.050502
0.26446,-0.02385,0.050495
0.23761,-0.070346,0.050495
0.24097,-0.070346,0.050495
0.2611,-0.076158,0.050495
0.25775,-0.076158,0.050495
0.2158,0.077861,0.050495
0.15372,0.045895,0.047495
0.1403,-0.064534,0.050495
0.14366,-0.064534,0.050495
0.20909,-0.06744,0.050495
0.13527,0.0081167,0.047495
0.24265,0.072049,0.047495
0.10003,0.016835,0.047495
0.096678,0.016835,0.047495
0.34378,0.1454,0.047893
0.27285,0.15923,0.050495
0.11849,-0.026756,0.050495
0.095,-0.084903,0.050505
0.32318,-0.015131,0.050495
0.2309,0.034271,0.050495
0.23426,0.028459,0.050495
0.23258,0.031365,0.050495
0.31982,-0.015131,0.050495
0.16383,-0.08754,0.04752
0.19902,0.10692,0.047495
0.31808,0.20273,0.047508
0.32653,0.0023047,0.047495
0.17553,0.14179,0.047495
0.21245,0.077861,0.050495
0.28459,0.057519,0.050495
0.32486,0.15632,0.050495
0.24936,0.18829,0.047495
0.246,-0.015131,0.047495
0.20406,-0.00060136,0.047495
0.21748,-0.041286,0.047495
0.33985,0.031443,0.05048
0.3064,-0.050004,0.047495
0.13694,0.197,0.047496
0.29825,-0.091989,0.048818
0.26781,-0.0064134,0.047495
0.26446,-0.0064134,0.047495
0.30808,0.016835,0.050495
0.30472,0.016835,0.050495
0.1705,-0.018037,0.050495
0.17218,-0.015131,0.050495
0.13862,0.0023046,0.047495
0.20573,0.12436,0.050495
0.18225,0.10692,0.047495
0.17889,0.10692,0.047495
0.19063,0.17376,0.050495
0.12352,0.022647,0.050495
0.12688,0.022647,0.050495
0.1403,0.045895,0.047495
0.14198,0.048801,0.047495
0.14366,0.045895,0.047495
0.25774,-0.081961,0.050493
0.11681,0.10402,0.047495
0.19231,0.14179,0.050495
0.32821,0.098203,0.047495
0.26949,0.14179,0.047495
0.2913,0.098203,0.047495
0.11178,0.17667,0.047495
0.1101,0.16795,0.047495
0.23929,0.13598,0.047495
0.098356,0.16504,0.050495
0.26781,0.028459,0.047495
0.13191,0.11273,0.047495
0.17386,0.13308,0.050495
0.11346,0.045895,0.050495
0.11681,0.045895,0.050495
0.11513,0.048801,0.050495
0.20741,0.12145,0.050495
0.30137,-0.00060136,0.050495
0.30472,-0.00060136,0.050495
0.30305,0.0023046,0.050495
0.095,-0.032568,0.047495
0.31815,-0.05291,0.047495
0.31647,-0.055816,0.047495
0.31479,-0.05291,0.047495
0.33325,0.025553,0.050496
0.1705,0.034271,0.050495
0.28459,-0.058722,0.050495
0.24097,-0.012225,0.047495
0.24265,-0.0093194,0.047495
0.24432,-0.012225,0.047495
0.33157,0.057519,0.050495
0.33325,0.054612,0.050494
0.27452,0.1447,0.050495
0.27788,0.1447,0.050495
0.14198,-0.06744,0.050495
0.14533,-0.06744,0.050495
0.1101,0.045895,0.047495
0.11346,0.045895,0.047495
0.20573,-0.06744,0.050495
0.17553,-0.0093194,0.050495
0.21077,0.080767,0.050495
0.31815,-0.058722,0.050495
0.18057,0.15051,0.047495
0.17889,0.14761,0.047495
0.32821,0.080767,0.047495
0.2309,0.011023,0.050495
0.28795,0.18538,0.047495
0.28962,0.18829,0.047495
0.2913,0.18538,0.047495
0.32318,0.048801,0.047495
0.31479,-0.047098,0.050495
0.31952,0.20508,0.047647
0.13023,-0.02385,0.050495
0.14366,-0.029662,0.047495
0.14198,-0.032568,0.047495
0.1403,-0.029662,0.047495
0.27117,0.011023,0.047495
0.17553,0.16504,0.047495
0.31815,-0.012225,0.050495
0.096678,0.022647,0.050495
0.10003,0.022647,0.050495
0.22419,0.16795,0.047495
0.33827,0.086572,0.047508
0.33493,0.086578,0.047494
0.25104,0.069143,0.050495
0.25439,0.069143,0.050495
0.246,0.18829,0.047495
0.33661,0.031359,0.050502
0.33157,0.15632,0.050495
0.32821,0.15632,0.050495
0.32989,0.15342,0.050495
0.26614,-0.0035074,0.047495
0.15037,0.17376,0.047495
0.3099,-0.092025,0.048756
0.24768,0.080767,0.047495
0.246,0.077861,0.047495
0.25607,-0.079064,0.050495
0.11513,0.10692,0.047495
0.24768,0.17957,0.050495
0.24432,0.17957,0.050495
0.1705,-0.041286,0.050495
0.19735,0.086579,0.047495
0.19567,0.083673,0.047495
0.19399,0.086579,0.047495
0.32989,0.095297,0.047495
0.28124,0.069143,0.047495
0.28459,0.069143,0.047495
